what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275038341593
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275038348843
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1275038366406
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1275038370328
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275038380204
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1275038409908
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1275038424284
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1275038425034
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275038427768
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275038429628
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1275038429753
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275038430784
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275038437863
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1275038451691
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275038459192
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1275038468145
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1275038474411
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275038476177
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1275038516866
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1275038524195
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275038544383
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275038545868
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275038546180
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275038548493
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1275038548618
