what,kind,bundleId,bundleVersion,description,time
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275033123954
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033126392
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033159767
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033161470
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033173564
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033174814
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033176486
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033177829
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033195282
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033196595
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033199892
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033201720
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1275033201829
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033259720
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033298611
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033300517
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033302767
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033311626
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033340189
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033346751
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033347611
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033365298
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033368689
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033384111
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275033385673
